Zirport ID,Name,City,Country ,IATA,ICAO,Latitude,Longitude,Altidude,Time Zone,DST,Database time zone,Type of Airport,Source
3765,Chandler Municipal Airport,Chandler,United States,\N,KCHD,33.27,-111.81,1243,-7,A,America/Phoenix,airport,OurAirports
3766,Mineral Wells Airport,Mineral Wells,United States,MWL,KMWL,32.78,-98.06,974,-6,A,America/Chicago,airport,OurAirports
3767,Mc Connell Air Force Base,Wichita,United States,IAB,KIAB,37.62,-97.27,1371,-6,A,America/Chicago,airport,OurAirports
3768,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,NBG,KNBG,29.83,-90.04,2,-6,A,America/Chicago,airport,OurAirports
3769,Beaufort County Airport,Beaufort,United States,BFT,KARW,32.41,-80.63,10,-5,A,America/New_York,airport,OurAirports
3770,Texarkana Regional Webb Field,Texarkana,United States,TXK,KTXK,33.45,-93.99,390,-6,A,America/Chicago,airport,OurAirports
3771,Plattsburgh International Airport,Plattsburgh,United States,PBG,KPBG,44.65,-73.47,234,-5,A,America/New_York,airport,OurAirports
3772,Phillips Army Air Field,Aberdeen,United States,APG,KAPG,39.47,-76.17,57,-5,A,America/New_York,airport,OurAirports
3773,Tucumcari Municipal Airport,Tucumcari,United States,TCC,KTCC,35.18,-103.6,4065,-7,A,America/Denver,airport,OurAirports
3774,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.17,-150,152,-9,A,America/Anchorage,airport,OurAirports
3775,Robert Gray  Army Air Field Airport,Killeen,United States,GRK,KGRK,31.07,-97.83,1015,-6,A,America/Chicago,airport,OurAirports
3776,Black Rock Airport,Zuni Pueblo,United States,\N,KZUN,35.08,-108.79,6454,-7,A,America/Denver,airport,OurAirports
3777,Bellingham International Airport,Bellingham,United States,BLI,KBLI,48.79,-122.54,170,-8,A,America/Los_Angeles,airport,OurAirports
3778,Millington-Memphis Airport,Millington,United States,NQA,KNQA,35.36,-89.87,320,-6,A,America/Chicago,airport,OurAirports
3779,Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,EKN,KEKN,38.89,-79.86,1987,-5,A,America/New_York,airport,OurAirports
3780,Hartford Brainard Airport,Hartford,United States,HFD,KHFD,41.74,-72.65,18,-5,A,America/New_York,airport,OurAirports
3781,North Central State Airport,Smithfield,United States,SFZ,KSFZ,41.92,-71.49,441,-5,A,America/New_York,airport,OurAirports
3782,Mobile Regional Airport,Mobile,United States,MOB,KMOB,30.69,-88.24,219,-6,A,America/Chicago,airport,OurAirports
3783,Moffett Federal Airfield,Mountain View,United States,NUQ,KNUQ,37.42,-122.05,32,-8,A,America/Los_Angeles,airport,OurAirports
3784,Santa Fe Municipal Airport,Santa Fe,United States,SAF,KSAF,35.62,-106.09,6348,-7,A,America/Denver,airport,OurAirports
3785,Barking Sands Airport,Barking Sands,United States,BKH,PHBK,22.02,-159.79,23,-10,A,Pacific/Honolulu,airport,OurAirports
3786,Beauregard Regional Airport,Deridder,United States,DRI,KDRI,30.83,-93.34,202,-6,A,America/Chicago,airport,OurAirports
3787,Bradshaw Army Airfield,Bradshaw Field,United States,BSF,PHSF,19.76,-155.55,6190,-10,A,Pacific/Honolulu,airport,OurAirports
3788,Nogales International Airport,Nogales,United States,OLS,KOLS,31.42,-110.85,3955,-7,A,America/Phoenix,airport,OurAirports
3789,Mac Dill Air Force Base,Tampa,United States,MCF,KMCF,27.85,-82.52,14,-5,A,America/New_York,airport,OurAirports
3790,Scott AFB/Midamerica Airport,Belleville,United States,BLV,KBLV,38.55,-89.84,459,-6,A,America/Chicago,airport,OurAirports
3791,Opa-locka Executive Airport,Miami,United States,OPF,KOPF,25.91,-80.28,8,-5,A,America/New_York,airport,OurAirports
3792,Del Rio International Airport,Del Rio,United States,DRT,KDRT,29.37,-100.93,1002,-6,A,America/Chicago,airport,OurAirports
3793,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.54,-81.76,30,-5,A,America/New_York,airport,OurAirports
3794,King Salmon Airport,King Salmon,United States,AKN,PAKN,58.68,-156.65,73,-9,A,America/Anchorage,airport,OurAirports
3795,Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,United States,MUI,KMUI,40.43,-76.57,488,-5,A,America/New_York,airport,OurAirports
3796,Kapalua Airport,Lahania-kapalua,United States,JHM,PHJH,20.96,-156.67,256,-10,N,Pacific/Honolulu,airport,OurAirports
3797,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.64,-73.78,13,-5,A,America/New_York,airport,OurAirports
3798,Homestead ARB Airport,Homestead,United States,HST,KHST,25.49,-80.38,5,-5,A,America/New_York,airport,OurAirports
3799,Riverside Municipal Airport,Riverside,United States,RAL,KRAL,33.95,-117.44,819,-8,A,America/Los_Angeles,airport,OurAirports
3800,Sherman Army Air Field,Fort Leavenworth,United States,FLV,KFLV,39.37,-94.91,772,-6,A,America/Chicago,airport,OurAirports
3801,Wallops Flight Facility Airport,Wallops Island,United States,WAL,KWAL,37.94,-75.47,40,-5,A,America/New_York,airport,OurAirports
3802,Holloman Air Force Base,Alamogordo,United States,HMN,KHMN,32.85,-106.11,4093,-7,A,America/Denver,airport,OurAirports
3803,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,United States,NXX,KNXX,40.2,-75.15,358,-5,A,America/New_York,airport,OurAirports
3804,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,CYS,KCYS,41.16,-104.81,6159,-7,A,America/Denver,airport,OurAirports
3805,Stockton Metropolitan Airport,Stockton,United States,SCK,KSCK,37.89,-121.24,33,-8,A,America/Los_Angeles,airport,OurAirports
3806,Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,32.9,-80.04,46,-5,A,America/New_York,airport,OurAirports
3807,Reno Tahoe International Airport,Reno,United States,RNO,KRNO,39.5,-119.77,4415,-8,A,America/Los_Angeles,airport,OurAirports
3808,Ketchikan International Airport,Ketchikan,United States,KTN,PAKT,55.36,-131.71,89,-9,A,America/Anchorage,airport,OurAirports
3809,Willow Run Airport,Detroit,United States,YIP,KYIP,42.24,-83.53,716,-5,A,America/New_York,airport,OurAirports
3810,Vandenberg Air Force Base,Lompoc,United States,VBG,KVBG,34.74,-120.58,369,-8,A,America/Los_Angeles,airport,OurAirports
3811,Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,KBHM,33.56,-86.75,650,-6,A,America/Chicago,airport,OurAirports
3812,Lakehurst Maxfield Field Airport,Lakehurst,United States,NEL,KNEL,40.03,-74.35,101,-5,A,America/New_York,airport,OurAirports
3813,Eareckson Air Station,Shemya,United States,SYA,PASY,52.71,174.11,95,-10,A,America/Adak,airport,OurAirports
3814,Nellis Air Force Base,Las Vegas,United States,LSV,KLSV,36.24,-115.03,1870,-8,A,America/Los_Angeles,airport,OurAirports
3815,March ARB Airport,Riverside,United States,RIV,KRIV,33.88,-117.26,1536,-8,A,America/Los_Angeles,airport,OurAirports
3816,Modesto City Co-Harry Sham Field,Modesto,United States,MOD,KMOD,37.63,-120.95,97,-8,A,America/Los_Angeles,airport,OurAirports
3817,Sacramento International Airport,Sacramento,United States,SMF,KSMF,38.7,-121.59,27,-8,A,America/Los_Angeles,airport,OurAirports
3818,Waukegan National Airport,Chicago,United States,UGN,KUGN,42.42,-87.87,727,-6,A,America/Chicago,airport,OurAirports
3819,City of Colorado Springs Municipal Airport,Colorado Springs,United States,COS,KCOS,38.81,-104.7,6187,-7,A,America/Denver,airport,OurAirports
3820,Buffalo Niagara International Airport,Buffalo,United States,BUF,KBUF,42.94,-78.73,728,-5,A,America/New_York,airport,OurAirports
3821,Griffing Sandusky Airport,Sandusky,United States,SKY,KSKY,41.43,-82.65,580,-5,A,America/New_York,airport,OurAirports
3822,Snohomish County (Paine Field) Airport,Everett,United States,PAE,KPAE,47.91,-122.28,606,-8,A,America/Los_Angeles,airport,OurAirports
3823,Mountain Home Air Force Base,Mountain Home,United States,MUO,KMUO,43.04,-115.87,2996,-7,A,America/Denver,airport,OurAirports
3824,Cedar City Regional Airport,Cedar City,United States,CDC,KCDC,37.7,-113.1,5622,-7,A,America/Denver,airport,OurAirports
3825,Bradley International Airport,Windsor Locks,United States,BDL,KBDL,41.94,-72.68,173,-5,A,America/New_York,airport,OurAirports
3826,Mc Allen Miller International Airport,Mcallen,United States,MFE,KMFE,26.18,-98.24,107,-6,A,America/Chicago,airport,OurAirports
3827,Norfolk Naval Station (Chambers Field),Norfolk,United States,NGU,KNGU,36.94,-76.29,17,-5,A,America/New_York,airport,OurAirports
3828,Westover ARB/Metropolitan Airport,Chicopee Falls,United States,CEF,KCEF,42.19,-72.53,241,-5,A,America/New_York,airport,OurAirports
3829,Lubbock Preston Smith International Airport,Lubbock,United States,LBB,KLBB,33.66,-101.82,3282,-6,A,America/Chicago,airport,OurAirports
3830,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.98,-87.9,672,-6,A,America/Chicago,airport,OurAirports
3831,Boca Raton Airport,Boca Raton,United States,BCT,KBCT,26.38,-80.11,13,-5,A,America/New_York,airport,OurAirports
3832,Fairbanks International Airport,Fairbanks,United States,FAI,PAFA,64.82,-147.86,439,-9,A,America/Anchorage,airport,OurAirports
3833,Quantico MCAF /Turner field,Quantico,United States,\N,KNYG,38.5,-77.31,10,-5,A,America/New_York,airport,OurAirports
3834,Cannon Air Force Base,Clovis,United States,CVS,KCVS,34.38,-103.32,4295,-7,A,America/Denver,airport,OurAirports
3835,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,United States,NGF,PHNG,21.45,-157.77,24,-10,A,Pacific/Honolulu,airport,OurAirports
3836,Offutt Air Force Base,Omaha,United States,OFF,KOFF,41.12,-95.91,1052,-6,A,America/Chicago,airport,OurAirports
3837,Gulkana Airport,Gulkana,United States,GKN,PAGK,62.15,-145.46,1586,-9,A,America/Anchorage,airport,OurAirports
3838,Watertown International Airport,Watertown,United States,ART,KART,43.99,-76.02,325,-5,A,America/New_York,airport,OurAirports
3839,Palm Springs International Airport,Palm Springs,United States,PSP,KPSP,33.83,-116.51,477,-8,A,America/Los_Angeles,airport,OurAirports
3840,Rick Husband Amarillo International Airport,Amarillo,United States,AMA,KAMA,35.22,-101.71,3607,-6,A,America/Chicago,airport,OurAirports
3841,Fort Dodge Regional Airport,Fort Dodge,United States,FOD,KFOD,42.55,-94.19,1156,-6,A,America/Chicago,airport,OurAirports
3842,Barksdale Air Force Base,Shreveport,United States,BAD,KBAD,32.5,-93.66,166,-6,A,America/Chicago,airport,OurAirports
3843,Topeka Regional Airport - Forbes Field,Topeka,United States,FOE,KFOE,38.95,-95.66,1078,-6,A,America/Chicago,airport,OurAirports
3844,Cotulla-La Salle County Airport,Cotulla,United States,COT,KCOT,28.46,-99.22,474,-6,A,America/Chicago,airport,OurAirports
3845,Wilmington International Airport,Wilmington,United States,ILM,KILM,34.27,-77.9,32,-5,A,America/New_York,airport,OurAirports
3846,Baton Rouge Metropolitan Airport,Baton Rouge,United States,BTR,KBTR,30.53,-91.15,70,-6,A,America/Chicago,airport,OurAirports
3847,Meridian Naval Air Station,Meridian,United States,\N,KNMM,32.55,-88.56,316,-6,A,America/Chicago,airport,OurAirports
3848,Tyler Pounds Regional Airport,Tyler,United States,TYR,KTYR,32.35,-95.4,544,-6,A,America/Chicago,airport,OurAirports
3849,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.18,-76.67,146,-5,A,America/New_York,airport,OurAirports
3850,Hobart Regional Airport,Hobart,United States,HBR,KHBR,34.99,-99.05,1563,-6,A,America/Chicago,airport,OurAirports
3851,Lanai Airport,Lanai,United States,LNY,PHNY,20.79,-156.95,1308,-10,N,Pacific/Honolulu,airport,OurAirports
3852,Alexandria International Airport,Alexandria,United States,AEX,KAEX,31.33,-92.55,89,-6,A,America/Chicago,airport,OurAirports
3853,Condron Army Air Field,White Sands,United States,WSD,KWSD,32.34,-106.4,3934,-7,A,America/Denver,airport,OurAirports
3854,Cold Bay Airport,Cold Bay,United States,CDB,PACD,55.21,-162.73,96,-9,A,America/Anchorage,airport,OurAirports
3855,Tulsa International Airport,Tulsa,United States,TUL,KTUL,36.2,-95.89,677,-6,A,America/Chicago,airport,OurAirports
3856,Sitka Rocky Gutierrez Airport,Sitka,United States,SIT,PASI,57.05,-135.36,21,-9,A,America/Anchorage,airport,OurAirports
3857,Long Island Mac Arthur Airport,Islip,United States,ISP,KISP,40.8,-73.1,99,-5,A,America/New_York,airport,OurAirports
3858,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,KMSP,44.88,-93.22,841,-6,A,America/Chicago,airport,OurAirports
3859,New Castle Airport,Wilmington,United States,ILG,KILG,39.68,-75.61,80,-5,A,America/New_York,airport,OurAirports
3860,Unalaska Airport,Unalaska,United States,DUT,PADU,53.9,-166.54,22,-9,A,America/Anchorage,airport,OurAirports
3861,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,KMSY,29.99,-90.26,4,-6,A,America/Chicago,airport,OurAirports
3862,Portland International Jetport Airport,Portland,United States,PWM,KPWM,43.65,-70.31,76,-5,A,America/New_York,airport,OurAirports
3863,Will Rogers World Airport,Oklahoma City,United States,OKC,KOKC,35.39,-97.6,1295,-6,A,America/Chicago,airport,OurAirports
3864,Albany International Airport,Albany,United States,ALB,KALB,42.75,-73.8,285,-5,A,America/New_York,airport,OurAirports
3865,Valdez Pioneer Field,Valdez,United States,VDZ,PAVD,61.13,-146.25,121,-9,A,America/Anchorage,airport,OurAirports
3866,Langley Air Force Base,Hampton,United States,LFI,KLFI,37.08,-76.36,11,-5,A,America/New_York,airport,OurAirports
3867,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,KSNA,33.68,-117.87,56,-8,A,America/Los_Angeles,airport,OurAirports
3868,Columbus Air Force Base,Colombus,United States,CBM,KCBM,33.64,-88.44,219,-6,A,America/Chicago,airport,OurAirports
3869,Kendall-Tamiami Executive Airport,Kendall-tamiami,United States,TMB,KTMB,25.65,-80.43,8,-5,A,America/New_York,airport,OurAirports
3870,Oceana Naval Air Station,Oceana,United States,NTU,KNTU,36.82,-76.03,23,-5,A,America/New_York,airport,OurAirports
3871,Grissom Air Reserve Base,Peru,United States,GUS,KGUS,40.65,-86.15,812,-5,A,America/New_York,airport,OurAirports
3872,Casper-Natrona County International Airport,Casper,United States,CPR,KCPR,42.91,-106.46,5350,-7,A,America/Denver,airport,OurAirports
3873,Destin-Ft Walton Beach Airport,Valparaiso,United States,VPS,KVPS,30.48,-86.53,87,-6,A,America/Chicago,airport,OurAirports
3874,Craig Field,Selma,United States,SEM,KSEM,32.34,-86.99,166,-6,A,America/Chicago,airport,OurAirports
3875,Key West International Airport,Key West,United States,EYW,KEYW,24.56,-81.76,3,-5,A,America/New_York,airport,OurAirports
3876,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.21,-80.94,748,-5,A,America/New_York,airport,OurAirports
3877,McCarran International Airport,Las Vegas,United States,LAS,KLAS,36.08,-115.15,2181,-8,A,America/Los_Angeles,airport,OurAirports
3878,Orlando International Airport,Orlando,United States,MCO,KMCO,28.43,-81.31,96,-5,A,America/New_York,airport,OurAirports
3879,Florence Regional Airport,Florence,United States,FLO,KFLO,34.19,-79.72,146,-5,A,America/New_York,airport,OurAirports
3880,Great Falls International Airport,Great Falls,United States,GTF,KGTF,47.48,-111.37,3680,-7,A,America/Denver,airport,OurAirports
3881,Youngstown Warren Regional Airport,Youngstown,United States,YNG,KYNG,41.26,-80.68,1192,-5,A,America/New_York,airport,OurAirports
3882,Ladd AAF Airfield,Fort Wainwright,United States,FBK,PAFB,64.84,-147.61,454,-9,A,America/Anchorage,airport,OurAirports
3883,Mc Minnville Municipal Airport,Mackminnville,United States,\N,KMMV,45.19,-123.14,163,-8,A,America/Los_Angeles,airport,OurAirports
3884,Robins Air Force Base,Macon,United States,WRB,KWRB,32.64,-83.59,294,-5,A,America/New_York,airport,OurAirports
3944,Pullman Moscow Regional Airport,Pullman,United States,PUW,KPUW,46.74,-117.11,2556,-8,A,America/Los_Angeles,airport,OurAirports
3945,Lewiston Nez Perce County Airport,Lewiston,United States,LWS,KLWS,46.37,-117.01,1442,-8,A,America/Los_Angeles,airport,OurAirports
3946,Elmira Corning Regional Airport,Elmira,United States,ELM,KELM,42.16,-76.89,954,-5,A,America/New_York,airport,OurAirports
3947,Ithaca Tompkins Regional Airport,Ithaca,United States,ITH,KITH,42.49,-76.46,1099,-5,A,America/New_York,airport,OurAirports
3948,Monterey Peninsula Airport,Monterey,United States,MRY,KMRY,36.59,-121.84,257,-8,A,America/Los_Angeles,airport,OurAirports
3949,Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,KSBA,34.43,-119.84,13,-8,A,America/Los_Angeles,airport,OurAirports
3950,Daytona Beach International Airport,Daytona Beach,United States,DAB,KDAB,29.18,-81.06,34,-5,A,America/New_York,airport,OurAirports
3993,Downtown-Manhattan/Wall St Heliport,New York,United States,JRB,KJRB,40.7,-74.01,7,-5,A,America/New_York,airport,OurAirports
4004,Talkeetna Airport,Talkeetna,United States,TKA,PATK,62.32,-150.09,358,-9,A,America/Anchorage,airport,OurAirports
4006,Tweed New Haven Airport,New Haven,United States,HVN,KHVN,41.26,-72.89,12,-5,A,America/New_York,airport,OurAirports
4007,Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.44,-82.54,2165,-5,A,America/New_York,airport,OurAirports
4008,Piedmont Triad International Airport,Greensboro,United States,GSO,KGSO,36.1,-79.94,925,-5,A,America/New_York,airport,OurAirports
4009,Joe Foss Field Airport,Sioux Falls,United States,FSD,KFSD,43.58,-96.74,1429,-6,A,America/Chicago,airport,OurAirports
4011,Manchester-Boston Regional Airport,Manchester NH,United States,MHT,KMHT,42.93,-71.44,266,-5,A,America/New_York,airport,OurAirports
4012,Naples Municipal Airport,Naples,United States,APF,KAPF,26.15,-81.78,8,-5,A,America/New_York,airport,OurAirports
4014,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.17,-85.74,501,-5,A,America/New_York,airport,OurAirports
4015,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,38.14,-78.45,639,-5,A,America/New_York,airport,OurAirports
4016,Roanoke‰ÛÒBlacksburg Regional Airport,Roanoke VA,United States,ROA,KROA,37.33,-79.98,1175,-5,A,America/New_York,airport,OurAirports
4017,Blue Grass Airport,Lexington KY,United States,LEX,KLEX,38.04,-84.61,979,-5,A,America/New_York,airport,OurAirports
4018,Evansville Regional Airport,Evansville,United States,EVV,KEVV,38.04,-87.53,418,-6,A,America/Chicago,airport,OurAirports
4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.04,-106.61,5355,-7,A,America/Denver,airport,OurAirports
4020,Gallatin Field,Bozeman,United States,BZN,KBZN,45.78,-111.15,4473,-7,A,America/Denver,airport,OurAirports
4021,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.81,-108.54,3652,-7,A,America/Denver,airport,OurAirports
4022,Bert Mooney Airport,Butte,United States,BTM,KBTM,45.95,-112.5,5550,-7,A,America/Denver,airport,OurAirports
4023,Cherry Capital Airport,Traverse City,United States,TVC,KTVC,44.74,-85.58,624,-5,A,America/New_York,airport,OurAirports
4025,Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,KBHB,44.45,-68.36,83,-5,A,America/New_York,airport,OurAirports
4026,Knox County Regional Airport,Rockland,United States,RKD,KRKD,44.06,-69.1,56,-5,A,America/New_York,airport,OurAirports
4027,Jackson Hole Airport,Jacksn Hole,United States,JAC,KJAC,43.61,-110.74,6451,-7,A,America/Denver,airport,OurAirports
4028,Chicago Rockford International Airport,Rockford,United States,RFD,KRFD,42.2,-89.1,742,-6,A,America/Chicago,airport,OurAirports
4034,Greenville Spartanburg International Airport,Greenville,United States,GSP,KGSP,34.9,-82.22,964,-5,A,America/New_York,airport,OurAirports
4037,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,KBMI,40.48,-88.92,871,-6,A,America/Chicago,airport,OurAirports
4038,Gulfport Biloxi International Airport,Gulfport,United States,GPT,KGPT,30.41,-89.07,28,-6,A,America/Chicago,airport,OurAirports
4039,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,KAZO,42.23,-85.55,874,-5,A,America/New_York,airport,OurAirports
4040,Toledo Express Airport,Toledo,United States,TOL,KTOL,41.59,-83.81,683,-5,A,America/New_York,airport,OurAirports
4041,Fort Wayne International Airport,Fort Wayne,United States,FWA,KFWA,40.98,-85.2,814,-5,A,America/New_York,airport,OurAirports
4042,Decatur Airport,Decatur,United States,DEC,KDEC,39.83,-88.87,682,-6,A,America/Chicago,airport,OurAirports
4043,The Eastern Iowa Airport,Cedar Rapids,United States,CID,KCID,41.88,-91.71,869,-6,A,America/Chicago,airport,OurAirports
4044,La Crosse Municipal Airport,La Crosse,United States,LSE,KLSE,43.88,-91.26,655,-6,A,America/Chicago,airport,OurAirports
4045,Central Wisconsin Airport,Wassau,United States,CWA,KCWA,44.78,-89.67,1277,-6,A,America/Chicago,airport,OurAirports
4046,General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA,KPIA,40.66,-89.69,660,-6,A,America/Chicago,airport,OurAirports
4047,Appleton International Airport,Appleton,United States,ATW,KATW,44.26,-88.52,918,-6,A,America/Chicago,airport,OurAirports
4048,Rochester International Airport,Rochester,United States,RST,KRST,43.91,-92.5,1317,-6,A,America/Chicago,airport,OurAirports
4049,University of Illinois Willard Airport,Champaign,United States,CMI,KCMI,40.04,-88.28,755,-6,A,America/Chicago,airport,OurAirports
4050,Manhattan Regional Airport,Manhattan,United States,MHK,KMHK,39.14,-96.67,1057,-6,A,America/Chicago,airport,OurAirports
4058,Venango Regional Airport,Franklin,United States,FKL,KFKL,41.38,-79.86,1540,-5,A,America/New_York,airport,OurAirports
4063,Grand Junction Regional Airport,Grand Junction,United States,GJT,KGJT,39.12,-108.53,4858,-7,A,America/Denver,airport,OurAirports
4064,St George Municipal Airport,Saint George,United States,SGU,KSGU,37.04,-113.51,2941,-7,A,America/Denver,airport,OurAirports
4065,David Wayne Hooks Memorial Airport,Houston,United States,DWH,KDWH,30.06,-95.55,152,-6,A,America/Chicago,airport,OurAirports
4066,Port O'Connor Private Heliport,Port O\'Connor,United States,\N,XS46,28.43,-96.44,8,-6,A,America/Chicago,airport,OurAirports
4067,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,KSRQ,27.4,-82.55,30,-5,A,America/New_York,airport,OurAirports
4071,Van Nuys Airport,Van Nuys,United States,VNY,KVNY,34.21,-118.49,802,-8,A,America/Los_Angeles,airport,OurAirports
4072,Quad City International Airport,Moline,United States,MLI,KMLI,41.45,-90.51,590,-6,A,America/Chicago,airport,OurAirports
4073,Panama City-Bay Co International Airport,Panama City,United States,PFN,KPFN,30.21,-85.68,20,-6,A,America/Chicago,airport,OurAirports
4083,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.77,-100.75,1661,-6,A,America/Chicago,airport,OurAirports
4084,Telluride Regional Airport,Telluride,United States,TEX,KTEX,37.95,-107.91,9070,-7,A,America/Denver,airport,OurAirports
4087,Rapid City Regional Airport,Rapid City,United States,RAP,KRAP,44.05,-103.06,3204,-7,A,America/Denver,airport,OurAirports
4088,Mc Clellan-Palomar Airport,Carlsbad,United States,CLD,KCRQ,33.13,-117.28,331,-8,A,America/Los_Angeles,airport,OurAirports
4089,Bishop International Airport,Flint,United States,FNT,KFNT,42.97,-83.74,782,-5,A,America/New_York,airport,OurAirports
4098,Redding Municipal Airport,Redding,United States,RDD,KRDD,40.51,-122.29,505,-8,A,America/Los_Angeles,airport,OurAirports
4099,Mahlon Sweet Field,Eugene,United States,EUG,KEUG,44.12,-123.21,374,-8,A,America/Los_Angeles,airport,OurAirports
4100,Idaho Falls Regional Airport,Idaho Falls,United States,IDA,KIDA,43.51,-112.07,4744,-7,A,America/Denver,airport,OurAirports
4101,Rogue Valley International Medford Airport,Medford,United States,MFR,KMFR,42.37,-122.87,1335,-8,A,America/Los_Angeles,airport,OurAirports
4103,Roberts Field,Redmond-Bend,United States,RDM,KRDM,44.25,-121.15,3080,-8,A,America/Los_Angeles,airport,OurAirports
4112,Akron Canton Regional Airport,Akron,United States,CAK,KCAK,40.92,-81.44,1228,-5,A,America/New_York,airport,OurAirports
4113,Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,34.64,-86.78,629,-6,A,America/Chicago,airport,OurAirports
4114,Mid Ohio Valley Regional Airport,PARKERSBURG,United States,PKB,KPKB,39.35,-81.44,858,-5,A,America/New_York,airport,OurAirports
4115,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,MGM,KMGM,32.3,-86.39,221,-6,A,America/Chicago,airport,OurAirports
4116,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,TRI,KTRI,36.48,-82.41,1519,-5,A,America/New_York,airport,OurAirports
4117,Barkley Regional Airport,PADUCAH,United States,PAH,KPAH,37.06,-88.77,410,-6,A,America/Chicago,airport,OurAirports
4124,Page Municipal Airport,Page,United States,PGA,KPGA,36.93,-111.45,4316,-7,A,America/Phoenix,airport,OurAirports
4127,Glacier Park International Airport,Kalispell,United States,FCA,KGPI,48.31,-114.26,2977,-7,A,America/Denver,airport,OurAirports
4128,MBS International Airport,Saginaw,United States,MBS,KMBS,43.53,-84.08,668,-5,A,America/New_York,airport,OurAirports
4129,Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,KBGM,42.21,-75.98,1636,-5,A,America/New_York,airport,OurAirports
4136,Blythe Airport,Blythe,United States,BLH,KBLH,33.62,-114.72,399,-8,A,America/Los_Angeles,airport,OurAirports
4147,Petersburg James A Johnson Airport,Petersburg,United States,PSG,PAPG,56.8,-132.95,111,-9,A,America/Anchorage,airport,OurAirports
4167,Orlando Sanford International Airport,Sanford,United States,SFB,KSFB,28.78,-81.24,55,-5,A,America/New_York,airport,OurAirports
4169,John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST,KJST,40.32,-78.83,2284,-5,A,America/New_York,airport,OurAirports
4216,Missoula International Airport,Missoula,United States,MSO,KMSO,46.92,-114.09,3206,-7,A,America/Denver,airport,OurAirports
4219,Grand Canyon National Park Airport,Grand Canyon,United States,GCN,KGCN,35.95,-112.15,6609,-7,N,America/Phoenix,airport,OurAirports
4220,Sugar Land Regional Airport,Sugar Land,United States,SGR,KSGR,29.62,-95.66,82,-6,A,America/Chicago,airport,OurAirports
4222,Centennial Airport,Denver,United States,APA,KAPA,39.57,-104.85,5885,-7,A,America/Denver,airport,OurAirports
4223,Clovis Municipal Airport,Clovis,United States,CVN,KCVN,34.43,-103.08,4216,-7,A,America/Denver,airport,OurAirports
4224,Fort Stockton Pecos County Airport,Fort Stockton,United States,FST,KFST,30.92,-102.92,3011,-6,A,America/Chicago,airport,OurAirports
4225,Las Vegas Municipal Airport,Las Vegas,United States,LVS,KLVS,35.65,-105.14,6877,-7,A,America/Denver,airport,OurAirports
4226,West Houston Airport,Houston,United States,IWS,KIWS,29.82,-95.67,111,-6,A,America/Chicago,airport,OurAirports
4227,La Junta Municipal Airport,La Junta,United States,\N,KLHX,38.05,-103.51,4229,-7,A,America/Denver,airport,OurAirports
4228,Las Cruces International Airport,Las Cruces,United States,LRU,KLRU,32.29,-106.92,4456,-7,A,America/Denver,airport,OurAirports
4229,Stephens County Airport,Breckenridge,United States,BKD,KBKD,32.72,-98.89,1284,-6,A,America/Chicago,airport,OurAirports
4230,Draughon Miller Central Texas Regional Airport,Temple,United States,TPL,KTPL,31.15,-97.41,682,-6,A,America/Chicago,airport,OurAirports
4231,Ozona Municipal Airport,Ozona,United States,OZA,KOZA,30.74,-101.2,2381,-6,A,America/Chicago,airport,OurAirports
